FID,RMSTRAFFIC,ST_RT_NO,CTY_CODE,DISTRICT_N,JURIS,SEG_BGN,OFFSET_BGN,SEG_END,OFFSET_END,SEG_PT_BGN,SEG_PT_END,SEG_LNGTH_,SEQ_NO,CUR_AADT,ADTT_CUR,TRK_PCT,WKDY_TRK_C,ADLR_TRK_C,ADLF_TRK_C,BASE_YR_CL,BASE_ADT,ADTT_BASE,WKDY_TRK_B,ADLR_TRK_B,ADLF_TRK_B,BASE_ADT_Y,DLY_VMT,DLY_TRK_VM,K_FACTOR,D_FACTOR,T_FACTOR,VOL_CNT_KE,VOL_CNT_DA,RAW_CNT_HI,TRAFF_PATT,DUR_CLS_CN,TYPE_OF_CN,DIR_IND,MSLINK,MAPID,NLF_ID,SIDE_IND,NLF_CNTL_B,NLF_CNTL_E,CUM_OFFSET,CUM_OFFS_1,RECORD_UPD,GIS_UPDATE,GIS_GEOMET,GPID,GEOMETRY_L
17803,02400700240000003000001,4007,2,11,1,24,0,30,0,240000,300000,810.0,2,1631,33,2,42,9,9,2019,1631,33,42,9,9,2019,250,5,11,100,1,02400700240485,20191003,2019317,05,24,3,N,168402,102278,584,1,3344,4154.0,3344.0,4154.0,20191117,2019-11-17,2019-11-05,27241,323.4929369
17985,02407300100000001015321,4073,2,11,1,10,0,10,1532,100000,101532,1532.0,1,5637,282,5,361,171,132,2019,5637,282,361,171,132,2019,1635,82,11,55,3,02407300101150,20190912,2019266,05,24,3,B,168404,102278,36942,1,0,1532.0,0.0,1532.0,20190929,2019-09-29,2019-07-21,28074,610.6064482999999
18049,02H46700100000001049105,H467,2,11,5,10,0,10,4910,100000,104910,4910.0,1,1363,55,4,70,17,16,2019,1363,55,70,17,16,2019,1268,51,11,55,2,02H46700100001,20190822,2019261,05,24,3,B,108192,102278,12947,1,0,4910.0,0.0,4910.0,20190922,2019-09-22,2019-07-21,27254,1973.04248
18050,02H08900400000008006335,H089,2,11,5,40,0,80,633,400000,800633,5489.0,2,7496,375,5,480,231,177,2019,7496,375,480,231,177,2019,7796,390,11,55,3,02H08900500001,20190919,2019271,05,24,3,B,167966,102278,12795,1,4223,9712.0,4223.0,9712.0,20190929,2019-09-29,2019-07-21,27255,2240.474529
18062,02202101000000012000001,2021,2,11,1,100,0,120,0,1000000,1200000,2804.0,5,4542,91,2,116,59,45,2019,4542,91,116,59,45,2019,2412,48,11,70,1,02202101100500,20190731,2019228,05,24,3,B,48050,102278,306,1,25606,28410.0,25606.0,28410.0,20190818,2019-08-18,2019-07-21,27829,1120.271677
18348,02040001800000019000001,0400,2,11,1,180,0,190,0,1800000,1900000,1304.0,5,4572,199,4,254,85,71,2019,4572,199,254,85,71,2019,1129,49,8,60,5,02040002101840,20190814,2019256,03,24,2,E,47687,102278,198,1,14379,15683.0,40427.0,41731.0,20190915,2019-09-15,2019-07-21,28214,511.3448093
18380,02H10200100000001028515,H102,2,11,5,10,0,10,2851,100000,102851,2851.0,1,6267,313,5,401,191,147,2019,6267,313,401,191,147,2019,3384,169,11,55,3,02H10200100001,20191001,2019344,05,24,3,B,129275,102278,12803,1,0,2851.0,0.0,2851.0,20191215,2019-12-15,2019-07-21,26446,1177.879753
18435,02209000100000003000001,2090,2,11,1,10,0,30,0,100000,300000,6394.0,1,100,2,2,3,0,0,2019,100,2,3,0,0,2019,121,2,9,55,9,02209000100174,20190815,2019256,05,24,2,B,173285,102278,394,1,0,6394.0,0.0,6394.0,20190915,2019-09-15,2019-07-21,26491,2707.7607510000003
18509,02304100501160005425801,3041,2,11,1,50,1160,54,2580,501160,542580,3329.0,3,4221,253,6,324,361,231,2019,4221,253,324,361,231,2019,2659,159,11,55,3,02304100542025,20190925,2019345,05,24,3,B,48402,102278,474,1,12522,15851.0,12522.0,15851.0,20191215,2019-12-15,2019-07-21,26770,1344.980722
18602,02309400100434004006761,3094,2,11,1,10,434,40,676,100434,400676,7286.0,2,225,5,2,6,0,0,2019,225,5,6,0,0,2019,311,7,11,55,1,02309400202576,20190829,2019256,05,24,3,B,120140,102278,546,1,434,7720.0,434.0,7720.0,20190915,2019-09-15,2019-07-21,27039,2912.7379899999996
18662,02091000200000003011401,0910,2,11,1,20,0,30,1140,200000,301140,3482.0,2,17408,796,5,1019,1182,796,2019,17408,796,1019,1182,796,2019,11472,525,8,53,5,02091000300000,20191024,2019306,05,24,2,B,47784,102278,220,1,1377,4859.0,1377.0,4859.0,20191105,2019-11-05,2019-07-21,32764,1379.140875
18727,02H09501000000012015845,H095,2,11,5,100,0,120,1584,1000000,1201584,8606.0,1,2315,232,10,297,83,72,2019,2315,232,297,83,72,2019,3773,378,11,55,5,02H09501000001,20190904,2019344,05,24,3,B,129272,102278,61966,1,0,8606.0,13830.0,22436.0,20191215,2019-12-15,2019-07-21,32615,3514.341251
18744,02004802500000028000001,0048,2,11,1,250,0,280,0,2500000,2800000,8922.0,13,8206,600,7,768,388,291,2019,8206,600,768,388,291,2019,13868,1014,9,55,7,02004802600820,20190801,2019222,03,24,2,B,47352,102278,155,1,60962,69884.0,60962.0,69884.0,20190814,2019-08-14,2019-07-21,32624,3525.612714
18843,02101400210369002117191,1014,2,11,1,21,369,21,1719,210369,211719,1350.0,2,4145,405,10,518,359,255,2019,4145,405,518,359,255,2019,1061,104,11,55,4,02101400210952,20190306,2019134,05,6,1,W,0,102278,253,2,369,1719.0,369.0,1719.0,20190526,2019-05-26,2019-11-05,622311,513.2372735
18844,02101400300000003003651,1014,2,11,1,30,0,30,365,300000,300365,365.0,3,8258,584,7,747,449,327,2019,8258,584,747,449,327,2019,570,40,11,55,4,02101400200910,20190306,2019134,05,6,1,B,0,102278,251,1,3216,3581.0,3216.0,3581.0,20190526,2019-05-26,2019-07-21,622312,143.3740967
18845,02102500600000007034881,1025,2,11,1,60,0,70,3488,600000,703488,4792.0,4,3674,73,2,93,146,98,2019,3674,73,93,146,98,2019,3336,66,11,60,1,02102500700000,20190404,2019138,05,24,3,B,0,102278,269,1,16081,20873.0,16081.0,20873.0,20190526,2019-05-26,2019-07-21,622313,1933.09078
18846,02305100100000001000301,3051,2,11,1,10,0,10,30,100000,100030,30.0,1,681,61,9,78,39,30,2019,681,61,78,39,30,2019,4,0,11,55,5,02305100100013,20190509,2019138,09,24,3,B,0,102278,492,1,0,30.0,0.0,30.0,20190526,2019-05-26,2019-07-21,622314,11.57434567
18916,02001906211660065102751,0019,2,11,1,621,1660,651,275,6211660,6510275,8230.0,9,14663,327,2,419,205,156,2019,14663,327,419,205,156,2019,22860,510,10,55,1,02001906411007,20190603,2019200,03,6,1,S,123588,102278,74977,2,35492,43722.0,90821.0,99051.0,20190728,2019-07-28,2019-08-28,32253,3298.656036
19033,02013600100743005014151,0136,2,11,1,10,743,50,1415,100743,501415,10074.0,2,4504,447,10,572,370,265,2019,4504,447,572,370,265,2019,8594,853,11,65,8,02013600401500,20190730,2019228,05,24,2,B,47586,102278,185,1,743,10817.0,743.0,10817.0,20190818,2019-08-18,2019-07-21,33466,4022.1737329999996
19083,02005106700000069000001,0051,2,11,1,670,0,690,0,6700000,6900000,395.0,14,7265,644,9,825,509,368,2019,7265,644,825,509,368,2019,545,48,9,65,6,02005106601688,20190829,2019277,03,24,2,N,47432,102278,71105,1,50851,51246.0,159664.0,160059.0,20191006,2019-10-06,2019-07-21,32663,158.45164499999998
19169,02404300400000004026741,4043,2,11,1,40,0,40,2674,400000,402674,2674.0,2,1524,76,5,97,45,35,2019,1524,76,97,45,35,2019,771,38,11,55,3,02404300401200,20190912,2019317,05,24,3,B,48754,102278,628,1,9349,12023.0,9349.0,12023.0,20191117,2019-11-17,2019-11-05,32257,1068.196412
19207,02204600600000008000001,2046,2,11,1,60,0,80,0,600000,800000,4947.0,4,14334,860,6,1101,1088,705,2019,14334,860,1101,1088,705,2019,13431,806,11,65,3,02204600700300,20190710,2019214,05,24,3,B,48128,102278,341,1,10346,15293.0,10346.0,15293.0,20190811,2019-08-11,2019-07-21,33394,1982.491266
19214,02100800100000003021841,1008,2,11,1,10,0,30,2184,100000,302184,6948.0,1,2123,127,6,163,156,102,2019,2123,127,163,156,102,2019,2794,167,11,55,3,02100800300100,20191105,2019326,05,24,3,B,47889,102278,244,1,0,6948.0,0.0,6948.0,20191124,2019-11-24,2019-07-21,33395,2789.4291350000003
19284,02405300700000008027771,4053,2,11,1,70,0,80,2777,700000,802777,5303.0,2,2027,101,5,129,62,48,2019,2027,101,129,62,48,2019,2035,101,11,55,3,02405300801000,20190912,2019266,05,24,3,B,48779,102278,642,1,9491,14794.0,14547.0,19850.0,20190929,2019-09-29,2019-07-21,32893,2120.515285
19343,02003001911757021108751,0030,2,11,1,191,1757,211,875,1911757,2110875,4808.0,2,15839,1115,7,1427,653,501,2019,15839,1115,1427,653,501,2019,14429,1016,7,60,6,02003002110626,20191003,2019340,03,24,2,W,188621,102278,154,2,4650,9458.0,5432.0,10240.0,20191208,2019-12-08,2019-11-05,33044,1922.969195
19498,02405400100000003033631,4054,2,11,1,10,0,30,3363,100000,303363,8281.0,1,4126,83,2,106,59,44,2019,4126,83,106,59,44,2019,6470,130,11,70,1,02405400201584,20191017,2019317,05,24,3,B,99124,102278,643,1,0,8281.0,0.0,8281.0,20191117,2019-11-17,2019-11-05,33384,3314.4261899999997
19584,02H20300300000004000005,H203,2,11,5,30,0,40,0,300000,400000,3801.0,2,7737,464,6,594,660,421,2019,7737,464,594,660,421,2019,5571,334,11,55,3,02H20300300001,20190918,2019344,05,24,3,B,2805,102278,12845,1,8447,12248.0,8447.0,12248.0,20191215,2019-12-15,2019-07-21,32885,1564.293764
19613,02H93000020000000208445,H930,2,11,5,2,0,2,844,20000,20844,844.0,1,478,15,3,19,4,4,2019,478,15,19,4,4,2019,76,2,11,55,2,02H93000100001,20190304,2019141,05,6,1,B,0,102278,74779,1,0,844.0,0.0,844.0,20190602,2019-06-02,2019-07-21,622787,340.49888730000004
19614,02H93000100000001005285,H930,2,11,5,10,0,10,528,100000,100528,528.0,1,478,15,3,19,4,4,2019,478,15,19,4,4,2019,48,2,11,55,2,02H93000100001,20190304,2019141,05,6,1,B,0,102278,74779,1,844,1372.0,844.0,1372.0,20190602,2019-06-02,2019-07-21,622788,228.2612603
19711,02101400200000003000001,1014,2,11,1,20,0,30,0,200000,300000,1726.0,2,4113,179,4,229,90,72,2019,4113,179,229,90,72,2019,1345,59,11,55,4,02101400200910,20190306,2019134,05,6,1,E,0,102278,251,1,1490,3216.0,1490.0,3216.0,20190526,2019-05-26,2019-11-05,622309,690.3842139999999
19771,02302800102580002037551,3028,2,11,1,10,2580,20,3755,102580,203755,4981.0,2,5083,254,5,325,288,203,2019,5083,254,325,288,203,2019,4793,240,11,60,3,02302800202000,20190716,2019214,05,24,3,B,0,102278,458,1,2580,7561.0,2580.0,7561.0,20191222,2019-12-22,2019-12-22,640158,1987.2545920000002
19791,02005104900000049400001,0051,2,11,1,490,0,494,0,4900000,4940000,1588.0,3,5216,193,4,247,141,103,2019,5216,193,247,141,103,2019,1570,58,9,51,2,02005104900375,20191002,2019317,03,24,2,N,159620,102278,71105,1,9880,11468.0,118693.0,120281.0,20191117,2019-11-17,2019-07-21,30904,630.2124435
19807,02310300100000004019061,3103,2,11,1,10,0,40,1906,100000,401906,10875.0,1,11093,1122,10,1436,422,362,2019,11093,1122,1436,422,362,2019,22852,2311,9,60,9,02310300301680,20191029,2019336,05,24,2,B,0,102278,556,1,0,10875.0,0.0,10875.0,20200105,2020-01-05,2020-01-05,640168,4331.557431
19808,02800808000000080002681,8008,2,11,1,800,0,800,268,8000000,8000268,268.0,1,300,30,10,38,19,15,2019,300,30,38,19,15,2019,15,2,0,50,0, ,20191212,0000000,01,24,5,W,0,102278,87871,1,0,268.0,9486.0,9754.0,20200119,2020-01-19,2019-12-22,640177,114.9558114
19891,02408400320000003200691,4084,2,11,1,32,0,32,69,320000,320069,69.0,1,3479,190,5,243,62,56,2019,3479,190,243,62,56,2019,45,2,11,55,3,02408400200200,20190806,2019336,05,6,1,E,0,102278,664,1,0,69.0,0.0,69.0,20200126,2020-01-26,2020-01-26,645448,27.16480239
19895,02408400330000003300691,4084,2,11,1,33,0,33,69,330000,330069,69.0,1,3479,190,5,243,62,56,2019,3479,190,243,62,56,2019,45,2,11,55,3,02408400200200,20190806,2019336,05,6,1,W,0,102278,665,2,0,69.0,70.0,139.0,20200126,2020-01-26,2020-01-26,645450,27.46801699
19924,02200300100000003029151,2003,2,11,1,10,0,30,2915,100000,302915,6890.0,1,117,2,2,3,0,0,2019,117,2,3,0,0,2019,153,3,11,55,1,02200300302000,20190724,2019232,09,24,3,B,48017,102278,291,1,0,6890.0,0.0,6890.0,20190825,2019-08-25,2019-07-21,30272,2758.767346
19968,02102800900090013006651,1028,2,11,1,90,90,130,665,900090,1300665,8054.0,5,3662,330,9,422,300,214,2019,3662,330,422,300,214,2019,5585,503,11,55,5,02102801002200,20190827,2019259,05,24,3,B,174771,102278,273,1,21582,29636.0,21582.0,29636.0,20200105,2020-01-05,2019-07-21,30976,3225.938759
20001,02304300100000002021371,3043,2,11,1,10,0,20,2137,100000,202137,3990.0,1,881,35,4,45,11,10,2019,881,35,45,11,10,2019,666,26,11,55,2,02304300101565,20190828,2019259,05,24,3,B,48406,102278,477,1,0,3990.0,0.0,3990.0,20190922,2019-09-22,2019-07-21,30530,1598.310894
20091,02200700500000006029761,2007,2,11,1,50,0,60,2976,500000,602976,4575.0,2,870,52,6,67,33,25,2019,870,52,67,33,25,2019,753,45,11,55,3,02200700600245,20190724,2019215,09,24,3,B,48023,102278,295,1,7005,11580.0,7005.0,11580.0,20190811,2019-08-11,2019-07-21,31457,1830.1358289999998
20095,02203800100000001024421,2038,2,11,1,10,0,10,2442,100000,102442,2442.0,1,8015,80,1,102,46,36,2019,8015,80,102,46,36,2019,3711,37,11,55,1,02203800100050,20190813,2019259,05,24,3,B,48090,102278,327,1,0,2442.0,0.0,2442.0,20190922,2019-09-22,2019-07-21,31462,976.6466912000001
20127,02402201000000014000001,4022,2,11,1,100,0,140,0,1000000,1400000,10868.0,6,4765,238,5,305,146,113,2019,4765,238,305,146,113,2019,9806,490,11,55,3,02402201103000,20190508,2019138,05,24,3,B,0,102278,605,1,14321,25189.0,14321.0,25189.0,20190526,2019-05-26,2019-11-05,622317,4349.96324
20328,02000801910000022100001,0008,2,11,1,191,0,221,0,1910000,2210000,6385.0,1,16252,1508,9,1930,703,571,2019,16252,1508,1930,703,571,2019,19649,1823,9,63,8,02000802110100,20191104,2019324,03,24,2,S,0,102278,81038,2,0,6385.0,24918.0,31303.0,20191222,2019-12-22,2019-12-22,640100,2562.822595
20357,02310900110000003100001,3109,2,11,1,11,0,31,0,110000,310000,4814.0,1,10915,385,4,493,316,227,2019,10915,385,493,316,227,2019,9954,351,10,55,2,02310900111599,20190521,2019183,03,6,1,S,48588,102278,565,2,0,4814.0,0.0,4814.0,20190714,2019-07-14,2019-07-21,31477,1934.5099870000001
20363,02005002800000029020531,0050,2,11,1,280,0,290,2053,2800000,2902053,4433.0,21,8853,424,5,543,435,308,2019,8853,424,543,435,308,2019,7437,356,9,54,4,02005002801500,20191030,2019331,05,24,2,B,0,102278,158,1,58890,63323.0,58890.0,63323.0,20200105,2020-01-05,2019-12-22,640141,1845.2136239999998
20364,02100101010000010109921,1001,2,11,1,101,0,101,992,1010000,1010992,992.0,1,6097,76,1,98,42,33,2019,6097,76,98,42,33,2019,1146,14,7,56,1,02100101201800,20191029,2019336,05,24,2,S,0,102278,228,2,0,992.0,0.0,992.0,20191222,2019-12-22,2019-12-22,640143,418.7163408
20365,02302400800000009019931,3024,2,11,1,80,0,90,1993,800000,901993,3887.0,2,5283,475,9,608,293,225,2019,5283,475,608,293,225,2019,3888,350,11,55,5,02302400901330,20190716,2019214,05,24,3,B,0,102278,454,1,7448,11335.0,19752.0,23639.0,20191222,2019-12-22,2019-12-22,640157,1537.980814
20504,02H19600100000001024815,H196,2,11,5,10,0,10,2481,100000,102481,2481.0,1,1639,16,1,20,4,4,2019,1639,16,20,4,4,2019,770,8,11,55,1,02H19600100001,20190918,2019344,05,24,3,B,108043,102278,12842,1,0,2481.0,0.0,2481.0,20191215,2019-12-15,2019-07-21,31657,991.0430602
20816,02307900201770007002191,3079,2,11,1,20,1770,70,219,201770,700219,4573.0,2,3714,223,6,285,301,193,2019,3714,223,285,301,193,2019,3216,193,11,60,3,02307900400154,20190829,2019259,05,24,3,B,98182,102278,530,1,3434,8007.0,3434.0,8007.0,20190922,2019-09-22,2019-07-21,31089,1835.985002
20860,02203700610000008100001,2037,2,11,1,61,0,81,0,610000,810000,4771.0,2,3411,188,6,241,135,100,2019,3411,188,241,135,100,2019,3084,170,9,59,4,02203700710224,20190806,2019242,03,24,2,S,48085,102278,326,2,4727,9498.0,4727.0,9498.0,20190901,2019-09-01,2019-07-21,30696,1920.092252
21082,02H35900100000001002115,H359,2,11,5,10,0,10,211,100000,100211,211.0,1,1209,36,3,46,15,12,2019,1209,36,46,15,12,2019,48,1,11,55,2,02H35900100001,20191022,2019326,05,24,3,B,2939,102278,12927,1,0,211.0,0.0,211.0,20191124,2019-11-24,2019-07-21,28225,99.13827544
21317,02100300140000003000001,1003,2,11,1,14,0,30,0,140000,300000,3055.0,2,4815,241,5,308,147,113,2019,4815,241,308,147,113,2019,2788,140,11,55,3,02100300200000,20190925,2019345,05,24,3,B,47870,102278,235,1,463,3518.0,463.0,3518.0,20191215,2019-12-15,2019-07-21,29086,1219.683392
21352,02406200100000001039091,4062,2,11,1,10,0,10,3909,100000,103909,3909.0,1,1486,30,2,38,11,10,2019,1486,30,38,11,10,2019,1100,22,11,55,1,02406200102515,20190904,2019266,05,24,3,B,48792,102278,651,1,0,3909.0,0.0,3909.0,20190929,2019-09-29,2019-07-21,29643,1565.340091
21406,02205200100000002029321,2052,2,11,1,10,0,20,2932,100000,202932,5650.0,1,6931,277,4,355,125,103,2019,6931,277,355,125,103,2019,7416,296,11,55,2,02205200202500,20190814,2019259,05,24,3,B,48152,102278,350,1,0,5650.0,0.0,5650.0,20190922,2019-09-22,2019-07-21,29888,2246.70706
21426,02405200500000005024241,4052,2,11,1,50,0,50,2424,500000,502424,2424.0,2,3395,68,2,87,28,24,2019,3395,68,87,28,24,2019,1558,31,11,55,1,02405200501330,20190919,2019317,05,24,3,B,121208,102278,638,1,11678,14102.0,11678.0,14102.0,20191117,2019-11-17,2019-07-21,28282,973.5352876000001
21447,02402600600000006035121,4026,2,11,1,60,0,60,3512,600000,603512,3512.0,2,6303,315,5,403,192,148,2019,6303,315,403,192,148,2019,4191,209,11,55,3,02402600603000,20190904,2019273,05,24,3,B,48715,102278,610,1,10457,13969.0,10457.0,13969.0,20191006,2019-10-06,2019-11-05,29855,1414.7910769999999
21464,02401101800000019000001,4011,2,11,1,180,0,190,0,1800000,1900000,3371.0,9,4317,130,3,166,64,52,2019,4317,130,166,64,52,2019,2754,83,11,55,2,02401101800850,20190904,2019257,05,24,3,B,48659,102278,590,1,39384,42755.0,39384.0,42755.0,20190915,2019-09-15,2019-08-28,30127,1346.79105
21513,02H09900400000005053855,H099,2,11,5,40,0,50,5385,400000,505385,8025.0,4,6555,393,6,503,519,335,2019,6555,393,503,519,335,2019,9964,597,11,55,3,02H09900500001,20190911,2019344,05,24,3,B,179839,102278,12800,1,39967,47992.0,39967.0,47992.0,20191215,2019-12-15,2019-07-21,29402,3211.695141
21602,02006002310000023121791,0060,2,11,1,231,0,231,2179,2310000,2312179,2179.0,1,8410,486,6,622,298,225,2019,8410,486,622,298,225,2019,3473,201,8,51,5,02006002201668,20190925,2019324,03,24,2,S,47462,102278,70981,2,0,2179.0,4204.0,6383.0,20191124,2019-11-24,2019-07-21,28296,876.15544
21655,02H06600100000003000005,H066,2,11,5,10,0,30,0,100000,300000,2164.0,1,3726,186,5,238,118,90,2019,3726,186,238,118,90,2019,1528,76,11,55,3,02H06600100001,20191029,2019313,05,24,3,B,0,102278,12781,1,0,2164.0,0.0,2164.0,20191110,2019-11-10,2019-11-10,636500,895.4582813999999
21715,02205600100000001017441,2056,2,11,1,10,0,10,1744,100000,101744,1744.0,1,268,3,1,4,2,1,2019,268,3,4,2,1,2019,88,1,11,67,0,02205600100160,20190814,2019256,05,24,2,B,48158,102278,354,1,0,1744.0,0.0,1744.0,20190915,2019-09-15,2019-07-21,29412,685.2240623
21873,02088500402510005000001,0885,2,11,1,40,2510,50,0,402510,500000,743.0,3,6329,264,4,338,295,206,2019,6329,264,338,295,206,2019,892,37,9,61,4,02088500403150,20190723,2019228,05,24,2,B,47747,102278,213,1,8207,8950.0,8207.0,8950.0,20190818,2019-08-18,2019-07-21,28966,290.20403450000003
22059,02403100100000006000001,4031,2,11,1,10,0,60,0,100000,600000,8106.0,1,9641,578,6,740,210,183,2019,9641,578,740,210,183,2019,14799,887,11,55,3,02403100300470,20190320,2019138,05,24,3,B,0,102278,615,1,0,8106.0,0.0,8106.0,20190526,2019-05-26,2019-07-21,622318,3260.304682
22066,02208100100000001006441,2081,2,11,1,10,0,10,644,100000,100644,644.0,1,6830,478,7,612,582,380,2019,6830,478,612,582,380,2019,833,58,11,55,4,02208100100250,20191113,2019331,05,24,3,B,48219,102278,385,1,0,644.0,0.0,644.0,20191201,2019-12-01,2019-11-05,34138,261.2667464
22139,02013601202310013016641,0136,2,11,1,120,2310,130,1664,1202310,1301664,3067.0,8,2661,100,4,128,68,51,2019,2661,100,128,68,51,2019,1546,58,10,69,3,02013601300000,20190730,2019228,07,24,2,B,47591,102278,185,1,29873,32940.0,29873.0,32940.0,20200105,2020-01-05,2019-07-21,33488,1184.0104390000001
22152,02100600100000003023081,1006,2,11,1,10,0,30,2308,100000,302308,9651.0,1,3647,181,5,232,155,112,2019,3647,181,232,155,112,2019,6667,331,9,53,9,02100600200500,20191104,2019336,05,24,2,B,47878,102278,239,1,0,9651.0,0.0,9651.0,20191208,2019-12-08,2019-11-05,33663,3868.343861
22221,02102000800000010029441,1020,2,11,1,80,0,100,2944,800000,1002944,6251.0,1,1354,68,5,87,42,32,2019,1354,68,87,42,32,2019,1603,81,11,55,3,02102001000550,20190821,2019259,05,24,3,B,47939,102278,264,1,0,6251.0,19842.0,26093.0,20190922,2019-09-22,2019-07-21,34050,2494.667229
22222,02403101601599018010841,4031,2,11,1,160,1599,180,1084,1601599,1801084,5065.0,7,4595,276,6,353,360,250,2019,4595,276,353,360,250,2019,4407,265,11,75,3,02403101702386,20190827,2019259,05,24,3,B,151172,102278,615,1,38171,43236.0,38171.0,43236.0,20191020,2019-10-20,2019-11-05,34052,2035.087882
22274,02H56700060000002013725,H567,2,11,5,6,0,20,1372,60000,201372,12354.0,1,1924,58,3,74,39,29,2019,1924,58,74,39,29,2019,4502,136,11,55,2,02H56700060001,20190725,2019261,05,24,3,B,108205,102278,12977,1,0,12354.0,0.0,12354.0,20190922,2019-09-22,2019-07-21,34259,4982.858481
22281,02300500600000007012881,3005,2,11,1,60,0,70,1288,600000,701288,4543.0,3,4620,139,3,178,85,66,2019,4620,139,178,85,66,2019,3973,120,11,70,2,02300500601027,20190711,2019214,05,24,3,B,48325,102278,434,1,16177,20720.0,16177.0,20720.0,20190811,2019-08-11,2019-07-21,34433,1799.231293
22299,02H29200700000007007925,H292,2,11,5,70,0,70,792,700000,700792,792.0,2,3461,259,7,332,190,141,2019,3461,259,332,190,141,2019,519,39,9,57,9,02H29200700001,20191031,2019344,05,24,2,B,166376,102278,62301,1,2376,3168.0,20379.0,21171.0,20191215,2019-12-15,2019-07-21,33515,342.8737826
22302,02200102301255027000001,2001,2,11,1,230,1255,270,0,2301255,2700000,8860.0,2,5555,278,5,356,512,345,2019,5555,278,356,512,345,2019,9321,466,11,55,3,02200102501880,20190730,2019228,05,24,3,B,48014,102278,289,1,3055,11915.0,49641.0,58501.0,20190818,2019-08-18,2019-07-21,33676,3547.1006799999996
22328,02003001201885016000001,0030,2,11,1,120,1885,160,0,1201885,1600000,4988.0,8,5887,458,8,586,253,195,2019,5887,458,586,253,195,2019,5563,433,11,58,7,02003001400300,20190905,2019259,05,24,2,B,47314,102278,152,1,33363,38351.0,33363.0,38351.0,20190922,2019-09-22,2019-07-21,34462,2004.7639399999998
22342,02401900800000011000001,4019,2,11,1,80,0,110,0,800000,1100000,5647.0,4,9201,184,2,236,75,63,2019,9201,184,236,75,63,2019,9845,197,11,60,1,02401900800792,20191029,2019317,05,24,3,B,48686,102278,601,1,14985,20632.0,18434.0,24081.0,20191117,2019-11-17,2019-08-28,33683,2265.150326
22357,02211800100000002039631,2118,2,11,1,10,0,20,3963,100000,203963,7277.0,1,6065,364,6,466,468,303,2019,6065,364,466,468,303,2019,8358,502,11,55,3,02211800202350,20190801,2019222,05,24,3,B,48286,102278,417,1,0,7277.0,0.0,7277.0,20190814,2019-08-14,2019-07-21,34618,2903.906666
22362,02006001900000020000001,0060,2,11,1,190,0,200,0,1900000,2000000,2810.0,10,18060,979,5,1253,801,578,2019,18060,979,1253,801,578,2019,9608,521,7,62,4,02006001901626,20190925,2019324,03,24,2,B,47459,102278,168,1,36089,38899.0,36089.0,38899.0,20191124,2019-11-24,2019-07-21,34827,1117.033638
22391,02406700100000003000001,4067,2,11,1,10,0,30,0,100000,300000,6221.0,1,1892,57,3,73,22,19,2019,1892,57,73,22,19,2019,2229,67,11,55,2,02406700201800,20190924,2019278,05,24,3,B,48802,102278,655,1,0,6221.0,0.0,6221.0,20191006,2019-10-06,2019-07-21,34809,2490.094818
22454,02303600100000003027831,3036,2,11,1,10,0,30,2783,100000,302783,7269.0,1,8813,173,2,221,149,105,2019,8813,173,221,149,105,2019,12136,238,8,56,2,02303600301325,20191017,2019345,05,24,2,B,48388,102278,468,1,0,7269.0,0.0,7269.0,20191215,2019-12-15,2019-07-21,34669,2914.8513190000003
22574,02405200100000005000001,4052,2,11,1,10,0,50,0,100000,500000,11678.0,1,4767,238,5,305,146,113,2019,4767,238,305,146,113,2019,10545,526,11,55,3,02405200201300,20190919,2019317,05,24,3,B,48767,102278,638,1,0,11678.0,0.0,11678.0,20191117,2019-11-17,2019-07-21,34837,4691.636358
22596,02H54800100000004011615,H548,2,11,5,10,0,40,1161,100000,401161,3589.0,1,2009,141,7,180,85,66,2019,2009,141,180,85,66,2019,1366,96,11,55,4,02H54800300001,20190813,2019261,05,24,3,B,110224,102278,12970,1,0,3589.0,0.0,3589.0,20190922,2019-09-22,2019-07-21,33619,1448.5043640000001
22673,02091000900815012000001,0910,2,11,1,90,815,120,0,900815,1200000,6701.0,5,11157,635,6,813,247,210,2019,11157,635,813,247,210,2019,14158,806,10,58,4,02091001000528,20191024,2019340,05,24,2,B,148350,102278,220,1,20963,27664.0,20963.0,27664.0,20191208,2019-12-08,2019-07-21,33787,2681.5786940000003
22685,02001905901481062010131,0019,2,11,1,590,1481,620,1013,5901481,6201013,9055.0,15,15908,293,2,375,121,99,2019,15908,293,375,121,99,2019,27282,502,10,55,1,02001906003215,20190530,2019183,03,6,1,N,181103,102278,71102,1,64484,73539.0,125780.0,134835.0,20190714,2019-07-14,2019-08-28,33806,3643.348414
22703,02040001200000013000001,0400,2,11,1,120,0,130,0,1200000,1300000,2652.0,1,9577,272,3,348,149,118,2019,9577,272,348,149,118,2019,4808,137,9,51,2,02040001200100,20191024,2019345,05,24,2,B,170783,102278,198,1,0,2652.0,26048.0,28700.0,20191215,2019-12-15,2019-07-21,33825,1067.989145
22898,02302200100000001000651,3022,2,11,1,10,0,10,65,100000,100065,65.0,1,4006,40,1,51,62,44,2019,4006,40,51,62,44,2019,48,0,11,55,1,62101500700100,20190522,2019165,05,24,3,B,167923,102278,451,1,0,65.0,0.0,65.0,20190708,2019-07-08,2019-07-21,30057,10.12376606
